דרך,כיוון,שנה,חודש,ממוצע יומי באלפים,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
דרך 4 קטע 310 מק''מ 248.1 עד ק''מ 250.6 מצומת בצת עד כניסה לראש הנקרה צפון מקום הצבה 248.6,1,2021,10,2.6,34,24,13,8,8,29,60,99,125,120,144,165,165,174,188,192,202,204,153,131,113,96,74,57
דרך 4 קטע 310 מק''מ 248.1 עד ק''מ 250.6 מצומת בצת עד כניסה לראש הנקרה צפון מקום הצבה 248.6,2,2021,10,2.4,25,19,12,7,13,32,76,146,148,125,132,132,136,168,158,168,169,165,186,104,84,71,61,47
דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,דרך: דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4
דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,0,2017,1,58.5,752,479,360,331,465,1583,3270,3521,3017,3210,3344,3430,3396,3415,3477,3637,3798,3244,3257,3044,2554,2073,1583,1212
דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,2,2017,1,29.2,376,240,180,166,232,791,1635,1761,1508,1605,1672,1715,1698,1707,1738,1818,1899,1622,1629,1522,1277,1037,791,606
דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,0,2018,4,59.9,1027,641,457,381,460,1095,2648,3494,3198,2972,2948,3222,3349,3538,3730,3889,3869,3999,3659,3102,2697,2247,1815,1472
דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,1,2018,4,30.0,513,320,229,190,230,548,1324,1747,1599,1486,1474,1611,1675,1769,1865,1944,1935,2000,1830,1551,1349,1123,907,736
דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,0,2019,11,64.7,901,533,423,413,803,2489,3572,3790,3384,3294,3337,3445,3513,3742,3912,4027,3980,3894,3743,3404,2713,2172,1791,1476
דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,1,2019,11,31.5,518,306,227,191,274,674,1361,1858,1628,1529,1583,1688,1719,1829,1990,2097,2031,1968,1978,1699,1381,1146,981,846
דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,2,2019,11,33.2,384,226,196,222,529,1814,2211,1933,1756,1765,1754,1757,1794,1913,1922,1930,1949,1926,1765,1705,1332,1026,810,630
דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,0,2020,6,59.0,1026,587,413,345,547,1891,3561,3238,3083,3157,3231,3243,3334,3432,3709,3614,3398,3300,3085,2733,2570,2211,1800,1460
דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,1,2020,6,31.0,570,339,231,186,282,858,1585,1637,1565,1575,1629,1632,1693,1740,1933,1954,1853,1873,1791,1567,1461,1224,1013,814
דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,2,2020,6,28.0,456,248,182,160,265,1033,1977,1601,1518,1583,1602,1611,1640,1692,1776,1660,1545,1427,1294,1166,1110,987,787,645
דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,0,2021,3,45.0,534,321,207,203,332,1120,2421,2364,2403,2639,2731,2875,2837,2869,2909,2929,2879,2624,2407,2239,1851,1396,1064,852
דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,1,2021,3,22.8,257,162,94,108,193,755,1441,1119,1153,1243,1364,1451,1464,1482,1462,1469,1468,1314,1203,1098,904,669,494,397
דרך 4 קטע 45 מק''מ 69.2 עד ק''מ 72.0 ממחלף אשקלון צפון עד צומת אשכולות מקום הצבה 69.4,2,2021,3,22.2,277,159,113,94,139,365,980,1245,1250,1396,1367,1425,1373,1387,1447,1460,1411,1310,1204,1141,948,727,570,455
דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3
דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,0,2017,1,70.1,1072,653,445,367,469,1256,3005,4183,4179,3671,3543,3672,3821,4048,4337,4875,4861,4386,4327,3788,3286,2469,1849,1503
דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,1,2017,1,37.2,651,402,251,202,237,442,1193,2103,2150,1779,1716,1842,1937,2135,2403,2856,2711,2449,2549,2139,1679,1389,1067,891
דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,2,2017,1,32.9,421,251,194,165,232,814,1812,2080,2029,1891,1827,1830,1884,1913,1934,2019,2150,1937,1778,1648,1607,1080,782,612
דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,0,2018,4,68.2,814,514,384,380,673,2177,3774,4391,4114,3489,3658,3769,3825,3974,4105,4352,4377,4271,3665,3231,2813,2353,1803,1305
דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,1,2018,4,34.2,465,275,214,190,256,682,1624,2113,1986,1613,1708,1832,1847,2001,2143,2282,2262,2430,2008,1785,1508,1248,967,738
דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,2,2018,4,34.0,350,240,170,190,417,1495,2149,2277,2128,1876,1950,1937,1978,1973,1962,2070,2115,1841,1657,1446,1305,1105,836,567
דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,דרך: דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3
דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,0,2019,11,66.4,562,435,369,556,1733,3279,4203,3994,3310,3330,3449,3656,3810,4246,4418,4301,4048,3918,3448,2748,2206,1777,1560,1015
דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,1,2019,11,35.0,324,260,194,236,545,1322,2162,2003,1570,1601,1740,1912,1993,2365,2483,2436,2292,2328,1924,1518,1250,1017,934,621
דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,2,2019,11,31.3,238,175,175,320,1188,1956,2041,1991,1740,1729,1709,1744,1817,1881,1935,1864,1756,1590,1524,1230,956,760,627,394
דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,0,2020,6,64.4,1115,623,446,378,613,2009,3611,3631,3573,3470,3385,3481,3480,3788,3955,3912,3865,3848,3676,3128,2763,2349,1879,1458
דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,1,2020,6,32.3,588,316,224,183,279,893,1762,1838,1779,1698,1653,1690,1730,1893,1997,2012,1931,1953,1882,1615,1425,1204,967,778
דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,2,2020,6,32.1,528,306,222,194,334,1116,1849,1793,1794,1772,1733,1791,1750,1895,1958,1900,1935,1895,1794,1513,1338,1146,911,679
דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,0,2021,3,86.3,1173,667,479,413,683,2248,4390,4730,4403,4714,4797,5036,5002,5121,5385,5397,5407,5212,4831,4396,3933,3222,2576,2100
דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,1,2021,3,42.5,573,328,253,237,458,1663,2578,2329,2266,2330,2330,2399,2387,2500,2568,2467,2520,2427,2299,1936,1756,1532,1235,1087
דרך 4 קטע 50 מק''מ 72.0 עד ק''מ 78.0 מצומת אשכולות עד כניסה לאשדוד (דרום) מקום הצבה 72.3,2,2021,3,43.9,600,339,226,175,225,584,1812,2400,2137,2384,2467,2637,2615,2620,2817,2929,2887,2785,2531,2460,2178,1690,1341,1013
דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,דרך: דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7
דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,0,2017,6,88.7,2210,1243,810,633,667,1233,2928,4569,4390,3993,3975,4286,4614,4967,5052,6139,6404,6312,5547,4848,4289,3560,3069,2975
דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,1,2017,6,44.4,1105,621,405,317,334,617,1464,2284,2195,1996,1988,2143,2307,2484,2526,3069,3202,3156,2774,2424,2144,1780,1535,1487
דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,0,2018,11,78.5,933,521,435,454,852,3315,5631,5707,5317,4233,3995,3841,4277,4309,4480,4469,4356,4271,3827,3837,3193,2528,2077,1657
דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,2,2018,11,39.3,467,260,217,227,426,1657,2815,2854,2659,2117,1998,1921,2139,2154,2240,2235,2178,2136,1913,1919,1596,1264,1038,829
דרך 4 קטע 54 מק''מ 78.0 עד ק''מ 85.6 מכניסה לאשדוד (דרום) עד מחלף אשדוד מקום הצבה 81.7,0,2019,11,96.3,921,567,493,561,1278,5288,7031,7154,6157,5452,5067,4965,4777,5420,5578,5339,5251,4997,4697,4610,3723,2927,2309,1736
